Title,Brand,Price,Condition,Retail_Price,Volume,Exterior_Color,Exterior_Material,Interior_Color,Interior_Material,Accessories,Ac_Count
Mansur Gavriel Bucket Bag Leather Large,,,,,,,,,,,
Louis Vuitton Twist Handbag Teddy Fleece with Epi Leather MM,Louis Vuitton,3790.0,Pristine,4250.0,220.5,Neutral,Shearling,Neutral,Microfiber,"['Mirror', 'Box', 'Dust bag']",3.0
Chanel Mademoiselle Vintage Flap Bag Chevron Sheepskin Medium,Chanel,2410.0,Good,3200.0,241.5,"Metallic, Silver",Leather,Gray,Fabric,['Authenticity card'],1.0
Louis Vuitton Keepall Bandouliere Bag Damier Graphite 45,Louis Vuitton,1740.0,Great,1950.0,1606.5,Black,Canvas (Coated),Black,Fabric,"['Keys missing', 'Lock', 'Luggage Tag', 'Poignet', 'Detachable Strap']",5.0
Christian Dior Book Tote Bayadere Stripe Embroidered Canvas,Christian Dior,2600.0,Excellent,3000.0,1447.875,"Neutral, Red",Canvas Plain,Red,Canvas Plain,['No accessories'],0.0
Celine Holographic Zip Pouch Metallic Leather,Celine,255.0,Very Good,520.0,35.0,White,Leather,White,Leather,['Dust bag'],1.0
Prada Envelope Logo Clutch Spazzolato Leather,Prada,535.0,Great,950.0,18.0,Pink,Leather,Black,Leather,"['Box', 'Detachable Strap']",2.0
Gucci RE(BELLE) Shoulder Bag Leather Small,Gucci,1035.0,Excellent,1980.0,196.875,Red,Leather,Neutral,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
Gucci Animalier Chain Shoulder Bag Studded Leather Medium,Gucci,1155.0,Great,2100.0,204.75,Red,Leather,Neutral,Canvas Plain,['Dust bag'],1.0
Stella McCartney Falabella Shopper Tote Shaggy Deer East West,Stella McCartney,350.0,Very Good,985.0,750.75,Black,Fabric,Pink,Fabric,['No accessories'],0.0
Gucci GG Marmont Flap Bag Matelasse Velvet Mini,Gucci,1575.0,Very Good,,93.5,Blue,Velvet,Pink,Satin,['No Accessories'],1.0
Saint Laurent LouLou Shoulder Bag Matelasse Chevron Leather Toy,Saint Laurent,1495.0,Great,,126.0,Gray,Leather,Black,Fabric,['Detachable Strap'],1.0
Louis Vuitton Felicie Pochette Damier,Louis Vuitton,1405.0,Great,,36.0,White,Canvas (Coated),Pink,Fabric,"['Insert', 'Pochette', 'Dust bag', 'Detachable Strap']",4.0
Louis Vuitton OnTheGo Tote Limited Edition Crafty Monogram Giant GM,,,,,,,,,,,
Saint Laurent Vinyle Round Camera Bag Matelasse Chevron Leather,Saint Laurent,1500.0,Great,,84.5,Black,Leather,Black,Fabric,['No accessories'],0.0
Hermes Evelyne Bag Gen I Courchevel GM,Hermes,2935.0,Great,,568.75,Green,Leather,Green,Raw Leather,"['Dust bag', 'Detachable Strap']",2.0
Saint Laurent Sunset Crossbody Bag Leather Medium,Saint Laurent,2245.0,Very Good,,153.0,Gray,Leather,Gray,Suede,"['Clochette', 'Box', 'Dust bag']",3.0
Louis Vuitton Favorite Handbag Damier MM,Louis Vuitton,1320.0,Good,,130.0,Brown,Canvas (Coated),Red,Fabric,['Detachable Strap'],1.0
Hermes Birkin Handbag Orange H Epsom with Gold Hardware 30,Hermes,17395.0,Very Good,,648.0,Orange,Leather,Orange,Leather,"['Clochette', 'Keys', 'Lock']",3.0
Saint Laurent Classic Monogram Blogger Crossbody Bag Leather Small,,,,,,,,,,,
Louis Vuitton Favorite Handbag Damier MM,Louis Vuitton,1680.0,Great,,133.0,White,Canvas (Coated),Neutral,Fabric,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Saint Laurent Sunset Chain Wallet Crocodile Embossed Leather,Saint Laurent,1845.0,Very Good,,43.875,Black,Leather,Black,Leather,['No accessories'],0.0
Christian Dior Vintage Lady Dior Bag Cannage Quilt Denim Medium,,,,,,,,,,,
Saint Laurent LouLou Shoulder Bag Matelasse Chevron Leather Toy,Saint Laurent,1430.0,Excellent,,123.75,Red,Leather,Black,Fabric,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Gucci Totem Top Handle Bag Leather Large,Gucci,1815.0,Great,3490.0,976.5,Brown,Leather,Neutral,Microfiber,['Detachable Strap'],1.0
Hermes Birkin Handbag Gris Asphalte Novillo with Gold Hardware 30,Hermes,17715.0,Good,,648.0,Gray,Leather,Gray,Leather,"['Clochette', 'Keys', 'Lock', 'Box', 'Dust bag']",5.0
Fendi Kan U Shoulder Bag Leather Small,,,,,,,,,,,
Chanel Wallet on Chain Pearl Embellished Velvet,Chanel,2650.0,Good,,56.25,Black,Velvet,Black,Leather,['Authenticity card'],1.0
Goyard Saint Louis Tote Coated Canvas GM,,,,,,,,,,,
Louis Vuitton Wight Handbag Damier with Leather,Louis Vuitton,1755.0,Great,2300.0,157.5,"Brown, Pink","Canvas (Coated), Leather",Pink,Microfiber,['Dust bag'],1.0
Saint Laurent Monogram Cabas Leather Small,,,,,,,,,,,
Hermes Constance Bag Evercolor 24,,,,,,,,,,,
Chloe Drew Crossbody Bag Leather Nano,Chloe,695.0,Very Good,1190.0,75.0,Black,Leather,Neutral,Suede,['Dust bag missing'],1.0
Prada Side Pleat Tote Saffiano Leather Large,Prada,1590.0,Excellent,2850.0,650.0,Gray,Leather,Gray,Fabric,"['Clochette', 'Dust bag', 'Detachable Strap']",3.0
Salvatore Ferragamo Briana Tote Saffiano Leather Small,Salvatore Ferragamo,330.0,Good,1290.0,495.0,Pink,Leather,Pink,Fabric,['No accessories'],0.0
Alexander Wang Rocco Satchel Leather,Alexander Wang,295.0,Good,875.0,1154.25,Red,Leather,Black,Fabric,['Detachable Strap'],1.0
Saint Laurent Monogram Cabas Leather Baby,,,,,,,,,,,
Louis Vuitton Speedy Handbag Epi Leather 25,Louis Vuitton,655.0,Great,1250.0,528.0,Red,Leather,Red,Raw Leather,"['Keys missing', 'Lock missing']",2.0
Louis Vuitton Pont Neuf Handbag Epi Leather PM,,,,,,,,,,,
Chanel CC Flap Bag Quilted Shearling Medium,Chanel,3625.0,Excellent,4400.0,266.0,"Blue, Red",Shearling,Red,Leather,"['Dust bag', 'Authenticity card']",2.0
Saint Laurent Classic Monogram Crossbody Bag Glazed Leather Medium,,,,,,,,,,,
Chanel Vintage Diamond CC Camera Bag Quilted Suede Medium,Chanel,1575.0,Good,2600.0,105.0,Black,Suede,Black,Leather,['Authenticity card'],1.0
Fendi Kan I Bag Pearl Embellished Leather Small,Fendi,1060.0,Excellent,2300.0,157.5,Pink,Leather,Neutral,Microfiber,['Dust bag'],1.0
Balenciaga Logo Ville Wristlet Pouch Leather Large,,,,,,,,,,,
Burberry Cube Bag Printed Leather Small,Burberry,1075.0,Excellent,2190.0,540.0,Black,Leather,Black,Fabric,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Detachable Strap']",5.0
Balenciaga City Giant Studs Bag Leather Medium,Balenciaga,675.0,Very Good,2290.0,900.0,Pink,Leather,Black,Fabric,"['Mirror', 'Dust bag', 'Detachable Strap']",3.0
Balenciaga First Classic Studs Bag Leather,Balenciaga,640.0,Great,1685.0,260.0,Pink,Leather,Black,Fabric,"['Mirror', 'Dust bag', 'Detachable Strap']",3.0
Chloe Annie Shoulder Bag Leather Mini,,,,,,,,,,,
Saint Laurent Classic Monogram Wallet on Chain Matelasse Chevron Leather Small,,,,,,,,,,,
Louis Vuitton Alma Handbag Damier,Louis Vuitton,1465.0,Excellent,,299.25,Brown,Canvas (Coated),Red,Fabric,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Detachable Strap']",5.0
Louis Vuitton OnTheGo Tote Limited Edition Jungle Monogram Giant GM,Louis Vuitton,3940.0,Very Good,,1400.0,"Brown, Neutral, Print",Canvas Coated,Neutral,Fabric,['Dust bag'],1.0
Gucci Bamboo Bar Clutch GG Canvas,,,,,,,,,,,
Chanel Classic Single Flap Bag Quilted Velvet Mini,Chanel,3750.0,Great,,100.0,Red,Velvet,Red,Fabric,"['Authenticity card', 'Dust bag']",2.0
Chanel In The Business Tote Quilted Lambskin Large,Chanel,1920.0,Good,3300.0,880.0,Brown,Leather,Neutral,Fabric,['No accessories'],0.0
Chanel Boy Flap Bag Woven Calfskin Small,Chanel,4440.0,Very Good,,120.0,Green,Leather,Red,Fabric,['No accessories'],0.0
Hermes Birkin Handbag Orange H Clemence with Gold Hardware 30,Hermes,12710.0,Good,,655.5,Orange,Leather,Orange,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']",4.0
Chanel Classic Double Flap Bag Quilted Caviar Jumbo,Chanel,8050.0,Great,,315.0,Black,Leather,Red,Leather,"['Authenticity card', 'Dust bag']",2.0
Chanel Filigree Vanity Case Quilted Caviar with Striped Leather Small,Chanel,4985.0,Excellent,,97.5,Blue,Leather,Blue,Leather,"['Clochette', 'Keys', 'Lock', 'Authenticity card']",4.0
Gucci Dionysus Bag GG Velvet Mini,Gucci,1945.0,Excellent,2650.0,162.0,Red,Velvet,Neutral,Microfiber,['Dust bag'],1.0
Chanel Vintage CC Charm Tote Quilted Lambskin Medium,Chanel,1740.0,Very Good,2650.0,308.0,Blue,Leather,Blue,Leather,['No accessories'],0.0
Prada Canapa Convertible Tote Canvas Large,Prada,550.0,Good,950.0,1134.0,Green,Canvas (Plain),Green,Canvas Interior,['Detachable Strap'],1.0
Louis Vuitton Mini Boite Chapeau Bag Monogram Vernis,Louis Vuitton,2355.0,Excellent,,56.25,Red,Patent Leather,Neutral,Leather,"['Luggage Tag', 'Detachable Strap']",2.0
Prada Canapa Convertible Tote Canvas Mini,Prada,790.0,Very Good,950.0,462.0,Black,Canvas (Plain),"Black, White",Fabric,"['Dust bag', 'Detachable Strap']",2.0
Fendi Flip Grace Convertible Tote Leather with Suede Mini,Fendi,1380.0,Great,1980.0,120.0,"Blue, Brown","Leather, Suede",Brown,Microfiber,"['Extra Strap', 'Dust bag', 'Detachable Strap']",3.0
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,3145.0,Excellent,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Box', 'Detachable Strap']",5.0
Prada Weekender Duffle Bag Tessuto Large,,,,,,,,,,,
Saint Laurent Classic Monogram Wallet on Chain Crocodile Embossed Leather Small,Saint Laurent,1360.0,Great,,37.5,Neutral,Leather,Black,Leather,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Saint Laurent Classic Monogram Tote Matelasse Chevron Leather Large,Saint Laurent,1730.0,Very Good,2550.0,546.75,Black,Leather,Black,Fabric,['No accessories'],0.0
Gucci GG Marmont Flap Bag Diagonal Quilted Leather Small,Gucci,1825.0,Excellent,2350.0,150.0,"Black, Neutral",Leather,Neutral,Microfiber,['Dust bag'],1.0
Gucci GG Marmont Belt Bag Matelasse Velvet,,,,,,,,,,,
Celine Luggage Bag Smooth Leather Mini,Celine,1510.0,Very Good,3100.0,1008.0,Black,Leather,Black,Leather,['Dust bag'],1.0
Salvatore Ferragamo Vintage Gancini Chain Shoulder Bag Leather Medium,,,,,,,,,,,
Louis Vuitton Vintage Sac d'Epaule Handbag Epi Leather PM,Louis Vuitton,560.0,Very Good,1630.0,661.5,Red,Leather,Red,Microfiber,['No accessories'],0.0
Louis Vuitton Montaigne Handbag Monogram Empreinte Leather Nano,Louis Vuitton,1270.0,Very Good,1720.0,115.5,Red,Leather,Red,Fabric,"['Clochette missing', 'Keys missing', 'Lock missing', 'Poignet missing']",4.0
Fendi 3Jours Bag Leather Mini,,,,,,,,,,,
Chanel Coco Neige Flap Backpack Quilted Shearling with Tweed Small,,,,,,,,,,,
Gucci Trapuntata Camera Bag Quilted Leather Mini,Gucci,1025.0,Excellent,1200.0,65.0,Silver,Leather,"Print, Red",Nylon,"['Dust bag', 'Box']",2.0
Chanel Coco Handle Bowling Bag Shearling Medium,Chanel,3865.0,Very Good,,420.0,Neutral,Shearling,Red,Fabric,['Authenticity card'],1.0
Chanel Rainbow Reissue 2.55 Flap Bag Quilted Multicolor Metallic Goatskin Mini,Chanel,5685.0,Great,,120.0,Multicolor,Leather,Green,Leather,['Dust bag'],1.0
Louis Vuitton Eva Handbag Damier,Louis Vuitton,1375.0,Excellent,,100.0,Brown,Canvas (Coated),Red,Fabric,"['Dust bag missing', 'Detachable Strap']",2.0
Chanel Filigree Vanity Case Quilted Caviar with Striped Leather Small,Chanel,5315.0,Great,,90.0,White,Leather,Red,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']",4.0
Hermes Kelly Sport Bag Ardennes GM,Hermes,4820.0,Very Good,,718.75,Black,Leather,Black,Leather,['Dust bag'],1.0
Gucci Padlock Shoulder Bag GG Coated Canvas and Leather Small,Gucci,1430.0,Great,1750.0,120.0,"Blue, Brown","Leather, Canvas Coated",Neutral,Microfiber,"['Clochette', 'Keys']",2.0
Gucci Babouska Heart Chain Clutch Satin,Gucci,435.0,Great,750.0,51.0,Black,Satin,Black,Satin,['Dust bag'],1.0
Louis Vuitton Chain Louise Clutch Leather MM,Louis Vuitton,1790.0,Very Good,2660.0,48.0,Red,Leather,Red,Microfiber,['No accessories'],0.0
Prada Convertible Shopping Tote Vitello Grain Large,Prada,1075.0,Good,1900.0,882.0,Black,Leather,Black,Fabric,"['Luggage Tag', 'Dust bag', 'Detachable Strap']",3.0
Louis Vuitton Petite Boite Chapeau Bag Monogram Canvas,Louis Vuitton,5230.0,Great,,126.75,Brown,Canvas (Coated),"Neutral, Print",Leather,"['Luggage Tag', 'Detachable Strap']",2.0
Fendi Kan I F Wallet On Chain Zucca Embossed Leather,Fendi,1325.0,Great,,66.0,"Black, Brown",Leather,Black,"Fabric, Leather","['Dust bag', 'Detachable Strap']",2.0
Chanel Boy Flap Bag Braided Chevron Cording and Calfskin Old Medium,,,,,,,,,,,
Gucci Ophidia Chain Wallet GG Coated Canvas,Gucci,1005.0,Great,,45.0,Brown,Canvas Coated,Brown,"Fabric, Leather","['Dust bag', 'Detachable Strap']",2.0
Chanel Vintage Clutch with Chain Quilted Leather Medium,,,,,,,,,,,
Louis Vuitton Louise Shoulder Bag Epi Leather PM,,,,,,,,,,,
Louis Vuitton Pegase Luggage Monogram Canvas 45,Louis Vuitton,1910.0,Very Good,2940.0,1428.0,Brown,Canvas Coated,Brown,Fabric,"['Keys missing', 'Lock missing', 'Luggage Tag missing']",3.0
Hermes Long Strap Evelyne Bag Epsom TPM,,,,,,,,,,,
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,4565.0,Good,6200.0,123.75,Black,Leather,Red,Leather,['No accessories'],0.0
Gucci Vintage Web Camera Bag GG Coated Canvas Small,Gucci,1145.0,Great,,80.0,Brown,Canvas Coated,Brown,Fabric,['No accessories'],0.0
Balenciaga City Giant Studs Bag Leather Medium,,,,,,,,,,,
Saint Laurent Lou Camera Bag Leather Small,Saint Laurent,1180.0,Great,,127.5,Neutral,Leather,Black,Fabric,['Tassel'],1.0
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2990.0,Great,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Detachable Strap']",4.0
Gucci Lady Web Boston Bag GG Canvas Medium,Gucci,1750.0,Great,2200.0,773.5,Brown,"Canvas (Plain), Leather",Neutral,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Chanel Boy Flap Bag Chevron Calfskin Small,Chanel,4315.0,Very Good,4900.0,120.0,Red,Leather,Red,Fabric,['Dust bag'],1.0
Loewe Puzzle Bag Leather Medium,Loewe,1605.0,Very Good,2450.0,396.0,Neutral,Leather,Neutral,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Gucci GG Marmont Belt Bag Matelasse Velvet,Gucci,620.0,Excellent,980.0,67.5,Purple,Velvet,Pink,Satin,"['Dust bag', 'Detachable Strap']",2.0
Louis Vuitton Palm Springs Backpack Monogram Canvas Mini,Louis Vuitton,2275.0,Great,,189.0,Brown,Canvas (Coated),Black,Fabric,"['Box', 'Detachable Strap']",2.0
Gucci Flap Messenger Bag GG Coated Canvas with Leather Large,Gucci,655.0,Very Good,1250.0,168.0,Gray,"Canvas Coated, Leather",Neutral,Fabric,['Dust bag'],1.0
Louis Vuitton Neverfull NM Tote Limited Edition Escale Monogram Giant MM,Louis Vuitton,2830.0,Excellent,,825.0,Multicolor,Canvas Coated,Red,Fabric,"['Pochette', 'Dust bag', 'Box']",3.0
Chanel Gabrielle Hobo Quilted Aged Calfskin Small,Chanel,3505.0,Great,4400.0,132.0,Red,Leather,Red,Fabric,"['Authenticity card', 'Dust bag']",2.0
Chanel Half Moon Wallet on Chain Caviar,,,,,,,,,,,
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2670.0,Excellent,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Box', 'Detachable Strap']",5.0
Chanel On the Road Drawstring Bucket Bag Quilted Glazed Leather,Chanel,1210.0,Good,2400.0,1006.25,Black,Leather,Black,Satin,['No accessories'],0.0
Chanel Deauville Pouch Denim Medium,Chanel,750.0,Excellent,,39.375,Blue,Denim,Orange,Nylon,"['Box', 'Dust bag']",2.0
Chanel,Chanel,2760.0,Very Good,3800.0,75.0,Blue,Leather,Red,Leather,['Authenticity card'],1.0
Louis Vuitton Alma Handbag Epi Leather BB,Louis Vuitton,1205.0,Great,1760.0,283.5,Red,Leather,Red,Microfiber,"['Clochette', 'Keys', 'Lock missing', 'Detachable Strap']",4.0
Gucci GG Marmont Portfolio Clutch Matelasse Leather,Gucci,755.0,Very Good,1100.0,123.5,Black,Leather,Neutral,Microfiber,['Box missing'],1.0
Chanel Covered CC Wallet on Chain Quilted Lambskin,Chanel,2355.0,Great,2700.0,50.625,"Pink, Red",Leather,Pink,"Leather, Fabric","['Authenticity card', 'Box', 'Dust bag']",3.0
Loewe Gate Shoulder Bag Leather Mini,Loewe,905.0,Excellent,1450.0,131.25,Black,Leather,Brown,Suede,['Dust bag'],1.0
Chanel Vintage Chocolate Bar Mademoiselle Chain Flap Bag Quilted Leather Medium,Chanel,1835.0,Very Good,,175.0,Black,Leather,Black,Leather,['No accessories'],0.0
Valentino VSling Crossbody Bag Leather Small,,,,,,,,,,,
Gucci Ophidia Compartment Messenger Bag GG Imprime Medium,Gucci,1005.0,Great,1690.0,162.5,"Blue, Yellow",Canvas Coated,Neutral,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
Chanel Vintage Frame Clutch Bag Quilted Leather Mini,Chanel,1160.0,Good,,22.5,"Metallic, Silver",Leather,Black,Leather,['No accessories'],0.0
Saint Laurent LouLou Shoulder Bag Matelasse Chevron Leather Small,,,,,,,,,,,
Gucci Ophidia Round Shoulder Bag GG Velvet Mini,Gucci,1320.0,Excellent,,112.5,Green,Velvet,Neutral,Fabric,['Dust bag'],1.0
Gucci Zip Pocket Backpack GG Coated Canvas Small,Gucci,1385.0,Very Good,,517.5,Brown,Canvas (Coated),Brown,Microfiber,['No accessories'],0.0
Christian Dior Vintage Lady Dior Bag Cannage Quilt Satin with Crystal Charms Mini,,,,,,,,,,,
Chanel Ultra Pocket Shopping Tote Quilted Calfskin Large,Chanel,5315.0,Excellent,,770.0,Gray,Leather,Gray,Fabric,"['Dust bag', 'Authenticity card']",2.0
Gucci GG Marmont Flap Bag Diagonal Quilted Leather Small,Gucci,2210.0,Excellent,2350.0,150.0,Brown,Leather,Neutral,"Microfiber, Leather",['No accessories'],0.0
Christian Dior Saddle Handbag Leather Medium,Christian Dior,3725.0,Excellent,,144.0,Red,Leather,Black,Fabric,['No Accessories'],1.0
Chanel Neo Executive Tote Grained Calfskin Mini,,,,,,,,,,,
Chanel,Chanel,4165.0,Great,,120.0,"Blue, Green, Print, Red","Tweed, Velvet",Blue,Fabric,['Authenticity card'],1.0
Fendi Baguette NM Bag Zucca Embossed Velvet Mini,,,,,,,,,,,
Louis Vuitton Pochette Accessoires Monogram Multicolor,Louis Vuitton,1635.0,Very Good,,60.0,"White, Multicolor",Canvas (Coated),Red,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
Chanel Clams Pocket Flap Bag Quilted Metallic Calfskin Small,Chanel,3050.0,Great,,120.0,Metallic,Leather,Neutral,Satin,['No accessories'],0.0
Christian Dior Book Tote Oblique Canvas Small,Christian Dior,2695.0,Very Good,,1036.75,"Neutral, Red",Canvas Plain,"Neutral, Red",Canvas Plain,['Dust bag'],1.0
Louis Vuitton Alma Handbag Monogram Canvas BB,Louis Vuitton,1415.0,Very Good,,283.5,Brown,Canvas (Coated),Brown,Fabric,"['Clochette', 'Keys', 'Lock', 'Detachable Strap']",4.0
Chanel Wallet on Chain Quilted Patent,,,,,,,,,,,
Chanel Vintage Classic Single Flap Bag Vertical Quilt Lambskin Jumbo,Chanel,5370.0,Very Good,,324.0,Black,Leather,Red,Leather,['No accessories'],0.0
Louis Vuitton Pochette Accessoires Limited Edition Vivienne Xmas Damier Mini,Louis Vuitton,940.0,Excellent,,24.0,"Brown, Print",Canvas Coated,Pink,Fabric,"['Dust bag', 'Box']",2.0
Chanel Timeless CC Expandable Tote Quilted Caviar Medium,Chanel,2535.0,Very Good,2700.0,495.0,Red,Leather,Neutral,Fabric,"['Dust bag', 'Authenticity card']",2.0
Louis Vuitton Montaigne Handbag Monogram Empreinte Leather MM,Louis Vuitton,3910.0,Excellent,,594.0,Neutral,Leather,Neutral,"Fabric, Leather","['Clochette', 'Keys', 'Lock', 'Poignet', 'Dust bag', 'Detachable Strap']",6.0
Christian Dior Vintage Lady Dior Bag Cannage Quilt Nylon Medium,Christian Dior,1435.0,Good,2000.0,342.0,Black,Nylon,Red,Fabric,['Detachable Strap'],1.0
Chanel Petite Timeless Tote Quilted Caviar,Chanel,2650.0,Very Good,,453.75,Black,Leather,Black,Fabric,['No accessories'],0.0
Gucci Pearly GG Marmont Tote Matelasse Denim Small,Gucci,1570.0,Great,2200.0,440.0,Blue,Denim,Print,Satin,"['Dust bag', 'Detachable Strap']",2.0
Prada Sound Chain Shoulder Bag Saffiano Leather Small,Prada,790.0,Very Good,1860.0,106.25,Black,Leather,Black,Fabric,"['Clochette', 'Keys']",2.0
Hermes Birkin Handbag Noir Ardennes with Gold Hardware 30,Hermes,13780.0,Good,,612.0,Black,Leather,Black,Leather,"['Clochette', 'Key Ring', 'Lock']",3.0
Chanel Boy Flap Bag Cube Embossed Lambskin Old Medium,Chanel,3645.0,Very Good,4300.0,195.0,Red,Leather,Blue,Fabric,"['Authenticity card', 'Dust bag']",2.0
Prada Phone Holder Crossbody Bag Saffiano Leather,Prada,495.0,Excellent,525.0,64.0,Blue,Leather,Blue,Fabric,['Detachable Strap'],1.0
Hermes Birkin Handbag Plomb Togo with Palladium Hardware 35,,,,,,,,,,,
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant GM,Louis Vuitton,3935.0,Great,,1340.625,Brown,Canvas (Coated),Red,Fabric,['Dust bag'],1.0
Louis Vuitton Speedy Bandouliere Bag Limited Edition Escale Monogram Giant 30,Louis Vuitton,3165.0,Great,,714.0,"Blue, Green, Pink, Multicolor",Canvas Coated,"Blue, Print",Fabric,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Detachable Strap']",5.0
Chanel Coco Tassel Camera Case Quilted Caviar Large,Chanel,4315.0,Very Good,,327.25,Black,Leather,Gray,Fabric,['No accessories'],0.0
Gucci Ophidia Dome Top Handle Bag Suede Medium,,,,,,,,,,,
Gucci Convertible Soft Open Tote GG Coated Canvas Tall,,,,,,,,,,,
Hermes Bolide Bag Canvas with Leather 45,,,,,,,,,,,
Louis Vuitton Noe Handbag Epi Leather Large,,,,,,,,,,,
Louis Vuitton Josh Backpack Damier Graphite,Louis Vuitton,1615.0,Good,1950.0,930.0,Black,Canvas (Coated),Black,Fabric,['No accessories'],0.0
Louis Vuitton Keepall Bag Monogram Canvas 55,Louis Vuitton,1060.0,Great,1600.0,2508.0,Brown,Canvas (Coated),Brown,Fabric,"['Keys missing', 'Lock missing', 'Luggage Tag missing', 'Poignet missing']",4.0
Chanel Vintage Timeless Boston Bag Caviar Large,Chanel,2630.0,Very Good,3700.0,1292.0,Black,Leather,Black,Fabric,"['Charms missing', 'Clochette', 'Keys', 'Lock', 'Luggage Tag', 'Detachable Strap']",6.0
Louis Vuitton Speedy Handbag Epi Leather 30,Louis Vuitton,720.0,Very Good,1330.0,528.0,Black,Leather,Black,Raw Leather,"['Keys missing', 'Lock missing']",2.0
Chanel Data Center Wallet on Chain Quilted Printed Lambskin,Chanel,1855.0,Very Good,2500.0,56.25,"Black, Print",Leather,Red,Fabric,['Authenticity card'],1.0
Salvatore Ferragamo Convertible Vara Bow Tote Leather Small,Salvatore Ferragamo,345.0,Fair,,282.625,Blue,Leather,Black,Fabric,['Detachable Strap'],1.0
Fendi Logo Roll Tote Shearling and Leather Small,Fendi,995.0,Great,1360.0,627.0,Black,"Fur, Leather",Black,Fabric,['Clochette'],1.0
Christian Dior Roller Shoulder Bag Leather,Christian Dior,1195.0,Great,1400.0,200.0,Orange,Leather,Black,Fabric,['Detachable Strap'],1.0
Chanel Vintage Vanity Case Quilted Leather Small,Chanel,2420.0,Very Good,,315.0,Black,Leather,Black,Leather,"['Authenticity card', 'Detachable Strap']",2.0
Bottega Veneta Buckle Flap Shoulder Bag Intrecciato Fabric,Bottega Veneta,530.0,Excellent,2085.0,302.5,Brown,Fabric,Brown,Silk,['No accessories'],0.0
Chloe Aby Lock Bag Crocodile Embossed Leather Small,Chloe,1010.0,Excellent,1790.0,97.5,Blue,Leather,Neutral,Fabric,['Dust bag'],1.0
Chanel Feather Weight Bowling Bag Quilted Calfskin Large,,,,,,,,,,,
Christian Dior C'est Chain Flap Bag Printed Pony Hair Mini,Christian Dior,1545.0,Excellent,2620.0,81.25,"Brown, Print",Pony Hair,Brown,Suede,['Dust bag'],1.0
Saint Laurent City Backpack Printed Canvas,,,,,,,,,,,
Bottega Veneta Tambura Bag Intrecciato Nappa,Bottega Veneta,1050.0,Great,2760.0,512.0,Neutral,Leather,Neutral,Suede,"['Dust bag', 'Detachable Strap']",2.0
Hermes Kelly Ado Backpack Gulliver 20,Hermes,5885.0,Very Good,,159.375,Orange,Leather,Orange,Leather,['No accessories'],0.0
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant MM,,,,,,,,,,,
Chanel Vintage CC Chain Flap Bag Quilted Lambskin Small,Chanel,4925.0,Very Good,,123.75,Neutral,Leather,Neutral,Leather,['Authenticity card'],1.0
Hermes Birkin Handbag Noir Togo with Palladium Hardware 25,Hermes,21795.0,Very Good,,400.0,Black,Leather,Black,Leather,"['Clochette', 'Keys', 'Lock', 'Box']",4.0
Louis Vuitton Saintonge Handbag Monogram Empreinte Leather,,,,,,,,,,,
Hermes Candy Birkin Handbag Epsom 35,Hermes,16475.0,Great,,980.0,Pink,Leather,Pink,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']",4.0
Chanel Flap Bag Multicolor Patchwork Medium,,,,,,,,,,,
Christian Dior Lady Dior Bag Cannage Quilt Patent Large,Christian Dior,2295.0,Very Good,4950.0,562.5,Black,Patent Leather,Black,Fabric,['Detachable Strap'],1.0
Saint Laurent Sunset Crossbody Bag Crocodile Embossed Leather Medium,Saint Laurent,2195.0,Good,2350.0,153.0,Gray,Leather,Gray,Suede,['Clochette'],1.0
Chanel Vintage Envelope Flap Messenger Bag Chevron Lambskin Mini,,,,,,,,,,,
Gucci RE(BELLE) Shoulder Bag Leather Small,Gucci,1480.0,Excellent,1980.0,231.0,Black,Leather,Neutral,Microfiber,['Detachable Strap'],1.0
Louis Vuitton Pochette Accessoires Damier Mini,Louis Vuitton,705.0,Good,,29.25,White,Canvas Coated,Neutral,Fabric,['No accessories'],0.0
