Title,Brand,Price,Condition,Retail_Price,Volume,Exterior Color,Exterior Material,Interior Color,Interior Material,Accessories
Prada Curved Flap Chain Shoulder Bag Diagramme Quilted Leather Small,Prada,1525.0,Great,2100.0,123.75,Black,Leather,Black,"Fabric, Leather","['Clochette', 'Dust bag']"
Bottega Veneta The Pouch Leather Large,Bottega Veneta,2365.0,Great,2700.0,600.0,Black,Leather,Black,Leather,['Dust bag']
Louis Vuitton Noe Handbag Epi Leather Large,Louis Vuitton,420.0,Fair,1680.0,1092.0,Red,Leather,Red,Microfiber,['No accessories']
Gucci D Ring Hobo GG Canvas Small,,,,,,,,,,[]
Chanel Vintage Square Classic Single Flap Bag Quilted Caviar Jumbo,Chanel,4460.0,Very Good,4700.0,378.0,Black,Leather,Black,Leather,['No accessories']
Chanel Coco Tassel Camera Case Quilted Caviar Large,Chanel,4315.0,Very Good,,327.25,Black,Leather,Gray,Fabric,['No accessories']
Celine Luggage Bag Grainy Leather Nano,Celine,1680.0,Good,2700.0,272.0,Blue,Grainy Leather,Blue,Microfiber,['Detachable Strap']
Louis Vuitton Capucines Bag Ombre Leather PM,Louis Vuitton,4125.0,Great,5450.0,400.0,"Blue, White",Leather,Blue,Leather,"['Dust bag', 'Detachable Strap']"
Gucci GG Marmont Shoulder Bag Matelasse Leather Mini,Gucci,1030.0,Very Good,,63.0,Pink,Leather,Gray,Microfiber,['Dust bag']
Prada Open Tote Vitello Daino Small,Prada,525.0,Very Good,1695.0,352.0,Neutral,Leather,Neutral,Fabric,"['Luggage Tag missing', 'Clochette']"
Chanel Vintage CC Chain Flap Bag Quilted Lambskin Large,Chanel,3360.0,Good,,220.5,Blue,Leather,Red,Leather,['No accessories']
Gucci Rajah Chain Tote Canvas Large,Gucci,1960.0,Excellent,2300.0,472.5,Neutral,"Canvas Plain, Leather",Green,Fabric,"['Pochette', 'Dust bag']"
Chanel Sevruga Wallet on Chain Caviar,Chanel,1635.0,Very Good,2500.0,37.5,Pink,Leather,Gray,Fabric,['No accessories']
Prada Double Zip Lux Tote Saffiano Leather Medium,Prada,905.0,Very Good,2390.0,729.0,Black,Leather,Black,Fabric,"['Clochette', 'Detachable Strap']"
Louis Vuitton Keepall Bag Monogram Canvas 55,Louis Vuitton,1060.0,Great,1600.0,2508.0,Brown,Canvas (Coated),Brown,Fabric,"['Keys missing', 'Lock missing', 'Luggage Tag missing', 'Poignet missing']"
Salvatore Ferragamo Briana Tote Saffiano Leather Small,Salvatore Ferragamo,330.0,Good,1290.0,495.0,Pink,Leather,Pink,Fabric,['No accessories']
Louis Vuitton Saint Jacques Handbag Epi Leather GM,Louis Vuitton,380.0,Fair,1350.0,780.0,Red,Leather,Red,Microfiber,['No accessories']
Gucci Vintage Cut Out Handle Chain Bag Web Canvas,Gucci,1375.0,Excellent,,630.0,Neutral,"Canvas Plain, Leather",Neutral,Fabric,"['Box', 'Dust bag', 'Detachable Strap']"
